[00:03:31]: [DangTienScan] === scan begin ===	
[00:03:31]: [DangTienScan] CN | STRINGS.XD_HTZ_NOLQ = 灵力不足	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.POCKETWATCH_REVIVE.RECHARGING = 似乎有些用处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.QUAGMIRE_SAFE.GENERIC = 让妾身的东西安全一些。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.QUAGMIRE_SAFE.LOCKED = 没有钥匙就打不开。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SCULPTINGTABLE.BURNT = 完全烧焦。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SCULPTINGTABLE.SCULPTURE = 一个杰作。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SCULPTINGTABLE.EMPTY = 妾身可以用这东西来做个石雕。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SCULPTINGTABLE.BLOCK = 准备雕刻。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SADDLE_BASIC = 有了它就可以稳定些了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MERM_TOOL_UPGRADED = 这工具看起来有些无用。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BONESHARD = 一小片骨头。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PIGMAN.GENERIC = 他们有点吓人。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PIGMAN.FOLLOWER = 你是妾身的奴隶之一。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PIGMAN.WEREPIG = 大胆，你想造反。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PIGMAN.GUARD = 看起来很严肃。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PIGMAN.DEAD = 应该找人通知它的家人。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALDECOR_EGGRIDE_KIT = 希望奖品就只是这些。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MOONSTORM_GOGGLESHAT = 妾身应该早点想到的	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MONKEY = 好奇的小家伙。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WAGSTAFF_TOOL_5 = 妾身知道它能做什么。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MONKEYBARREL = 那东西刚刚是不是动了？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.VEGSTINGER = 味道不错。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ADVENTURE_PORTAL = 妾身不想再一次上当了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CRITTER_PUPPY = 对一只小妖兽来说真是太可爱了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CRABKING.GENERIC = 庞大的妖物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CRABKING.INERT = 需要修缮一下。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ALTERGUARDIAN_CONTAINED = 它正在耗尽那个妖兽的法力。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BALLOONPARTY = 他怎么把小气球放进去的？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TELEPORTATO_POTATO = 这个可能有强大的法力...	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.DEERCLOPS = 它体型还挺大的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MOONBUTTERFLY_SAPLING = 怎么变成的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WAGSTAFF_NPC_MUTATIONS = 这是什么。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WAGSTAFF_NPC = 这是什么。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BIRD_MUTANT_SPITTER = 妾身不喜欢它盯着妾身的眼神……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PORTABLECOOKPOT_ITEM.GENERIC = 烹饪。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PORTABLECOOKPOT_ITEM.DONE = 做完饭了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PORTABLECOOKPOT_ITEM.COOKING_LONG = 这顿饭需要一点时间了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PORTABLECOOKPOT_ITEM.COOKING_SHORT = 马上就能好。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PORTABLECOOKPOT_ITEM.EMPTY = 里面什么都没有。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MOLEHILL = 有意思的地洞啊。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HAMMER_MJOLNIR = 这把敲东西的锤子可真重。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BIRD_MUTANT = 妾身觉得那个以前应该是只乌鸦。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BALLOONSPEED.GENERIC = 脚步更轻吟了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BALLOONSPEED.DEFLATED = 所有气球都一样。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BLOWDART_SLEEP = 不要倒吸进去。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WORMLIGHT_PLANT = 妾身觉得挺安全。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CATTOY_MOUSE = 给老鼠都安上轮子了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BATTLESONG_CONTAINER = 能存这么多歌。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CHESSPIECE_MOON = 最近妾身感到备受启发。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CROW.GENERIC = 真可怕。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CROW.HELD = 它在那里不太快乐。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.OTTERDEN_DEAD = 水越来越多了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MOONSTORM_GLASS.GENERIC = 呈现奇怪的透明。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MOONSTORM_GLASS.INFUSED = 它焕发着奇怪的灵力。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MERM = 鱼腥味十足。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FEATHER_ROBIN_WINTER = 雪雀的羽毛。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SPORE_TALL.GENERIC = 它四处飘荡。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SPORE_TALL.HELD = 妾身要在身上装一点明亮的东西。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MAXWELLTHRONE = 那个看起来不太舒适。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PORTABLETENT = 妾身感觉已经几辈子没睡过好觉了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MASK_TREEHAT = 这是一张树的面具。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ALTERGUARDIAN_PHASE3TRAP = 不要靠近他，会睡着。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BOAT_CANNON.GENERIC = 妾身应该找东西装填进去。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BOAT_CANNON.NOAMMO = 妾身没忘记炮弹的事。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BOAT_CANNON.AMMOLOADED = 已经准备好开火了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ALTERGUARDIAN_PHASE2SPIKE = 你已经表明了你的观点。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ALTERGUARDIAN_PHASE2.GENERIC = 妾身想妾身激怒它了……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ALTERGUARDIAN_PHASE2.DEAD = 这回妾身很确定妾身收拾了它。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BEARGERCORPSE.GENERIC = 臭不可闻。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BEARGERCORPSE.REVIVING = 这一定有更好的解释。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BEARGERCORPSE.BURNING = 好险。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.KITCOON_MOON = 妾身一定要收养他们吗。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HEALINGSALVE = 有点儿刺痛感就说明它起作用了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GHOST = 这种东西冒犯了妾身。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.KITCOON_ROCKY = 妾身一定要收养他们吗。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BATTLESONG_FIRERESISTANCE = 无法理解。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.KITCOON_SAVANNA = 你就是最可爱的小猫咪。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOT_CATCOONSHRINE.GENERIC = 做什么呢……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOT_CATCOONSHRINE.EMPTY = 也许它想弄根羽毛来玩玩……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOT_CATCOONSHRINE.BURNT = 闻起来像烧焦的毛皮。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CAVE_BANANA_TREE = 怎么存活的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.GENERIC = 他看起来好像知道自己在做什么。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.SUCCESS = 嘿，他找到了一个。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.TARGET_TOO_FAR_AWAY = 它们可能离得太远，他嗅不到味道。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.LOST_TRACK = 有人先发现了它们。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.ABANDONED = 妾身一定能靠自己找到它们。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.TRACKING_NOT_MINE = 他在为别人引路。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.TRACKING = 妾身应该紧跟他的步伐。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.NOTHING_TO_TRACK = 看起来没有什么可找的了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TICOON.NEARBY = 看起来附近有东西。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.KITCOONDEN.GENERIC = 个头够小才能藏在里面。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.KITCOONDEN.PLAYING_HIDEANDSEEK_TIME_ALMOST_UP = 剩下的时间不多了。它们在哪？。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.KITCOONDEN.BURNT = 不。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.KITCOONDEN.PLAYING_HIDEANDSEEK = 它们去了哪里呢……	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BEEF_BELL = 它会让皮弗娄牛变得友好。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BEAST_BLUEPRINT = 妾身觉得要走运了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PALMCONE_SCALE = 树居然还有鳞片。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TWIGS = 一堆小树枝。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GREENSTAFF = 这东西有些用处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BULLKELP_ROOT = 可以种在深海里。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALL_SCRAP = 它是用垃圾做的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CHESSPIECE_DRAGONFLY = 这让妾身想起一些事情。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALL_STONE_2 = 不错的墙。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.EYEPLANT = 妾身觉得有人在看着妾身。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALDECOR_BANNER = 这些闪亮的装饰品已经说明了一切。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.FORMAL_BLUEPRINT = 这是专属礼服。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_SHOOTING_BUTTON.GENERIC = 它要妾身给它一些闪亮的东西才让妾身玩。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVALGAME_SHOOTING_BUTTON.PLAYING = 好奇心使妾身按下那个闪亮的大按钮。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.NATURE_BLUEPRINT = 真是百搭。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CHESSPIECE_SHARKBOI = 怎么看它都觉得有些鳍跷。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ROBOT_BLUEPRINT = 对于一个裁缝来说，太奇怪了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.DRAGONPIE = 其实妾身不太喜欢吃素。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.PLANTMEAT = 看着不咋样。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BRUSH = 皮弗娄牛很喜欢这个。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALRUSHAT = 上面盖了一层毛皮。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.OCEANFISHINGBOBBER_BALL = 鱼会喜欢这个的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.IVY_SNARE = 真是没礼貌。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HAWAIIANSHIRT = 庶民的衣服。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.ROTTENEGG = 恶臭。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.DOLL_BLUEPRINT = 妾身的皮弗娄牛一定会可爱动人。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.LAVAE_TOOTH = 一颗牙。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WORMHOLE_LIMITED = 看着不太对。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BEEFALOWOOL = 一些毛发。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.OCEANFISH_MEDIUM_1 = 看着丑，希望味道好吃点吧。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_CROWKID = 一只普通的乌鸦。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_BEEFALO_DOLL_FORMAL.GENERIC = 小童的玩意儿。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_BEEFALO_DOLL_FORMAL.YOTB = 不知道裁判会怎么说？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_BEEFALO_DOLL_ICE.GENERIC = 小孩子的玩意儿。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_BEEFALO_DOLL_ICE.YOTB = 不知道裁判会怎么说？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.GOLDENAXE = 挺花哨的一把斧头。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_BEEFALO_DOLL_WAR.GENERIC = 小童的玩意儿。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_BEEFALO_DOLL_WAR.YOTB = 不知道裁判会怎么说？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_PATTERN_FRAGMENT_2 = 妾身一定能做出一件皮弗娄牛礼服。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BLUE_CAP = 它很古怪。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_PATTERN_FRAGMENT_1 = 妾身一定能做出一件皮弗娄牛礼服。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CRITTER_PERDLING = 长羽毛的小妖物。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SEEDS = 不知道会长出什么。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CHESSPIECE_GUARDIANPHASE3 = 妾身更喜欢它这样。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_POST_ITEM = 妾身最好先装好它。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BIRD_EGG_COOKED = 真好吃。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TRINKET_42 = 它充满了某人的童年记忆。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.EYEOFTERROR = 瞄准眼睛。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BUTTERFLYMUFFIN = 妾身感觉还不错。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RABBITHOUSE.GENERIC = 某些妖兽的居所。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.RABBITHOUSE.BURNT = 某些妖兽的居所已经毁坏。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTB_POST = 这场比赛将会顺利进行。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MOONBUTTERFLY.GENERIC = 这是一只月光蝴蝶。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.MOONBUTTERFLY.HELD = 这下抓到你了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.YOTC_CARRAT_RACE_FINISH_ITEM = 大限将至。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BISHOP_NIGHTMARE = 它在溃散。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.THULECITE = 妾身想知道这是哪来的？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALTER.GENERIC = 你好，%s。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALTER.MURDERER = 你的故事素材用完了吗，%s？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALTER.FIRESTARTER = 那个看起来可不像是营火，%s。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALTER.ATTACKER = 这是你该做的事吗？	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALTER.GHOST = 妾身知道你玩的很开心，但是妾身要去找一颗心。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WALTER.REVIVER = %s还是不错的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.WOBSTER_SHELLER_DEAD = 这烹饪出来应该挺不错的。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.EYETURRET_ITEM = 妾身想它在睡觉。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SAPLING.GENERIC = 小树苗略有用处。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SAPLING.PICKED = 它尝到教训了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SAPLING.DISEASED = 它看上去很不舒服。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SAPLING.WITHERED = 如果能给它降降温，也许它能好起来。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SAPLING.DISEASING = 有些地方不对劲。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.SAPLING.BURNING = 烧得好快。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_VEST_B = 就像穿上了自己专属的树荫。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CHESSPIECE_DEERCLOPS = 感觉它的目光在跟着你。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.HUTCH = 便捷的小妖兽。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.DIVININGRODBASE.GENERIC = 妾身想知道它有什么用。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.DIVININGRODBASE.READY = 看起来它需要一把大钥匙。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.DIVININGRODBASE.UNLOCKED = 现在正常了。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.CARNIVAL_VEST_A = 妾身不喜欢太奇怪的东西。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.TRAILS = 他的胳膊真壮啊。	
[00:03:32]: [DangTienScan] CN | STRINGS.CHARACTERS.XD_SUDAJI.DESCRIBE.BALLOONHAT = 妾身的头发有点奇怪了。	
