path	original	line	comment
DESCRIBE.DAYWALKER2.GENERIC	我们别惹他。	4626	物品名:"拾荒疯猪"->默认
DESCRIBE.DAYWALKER2.BURIED	他被困在那堆垃圾下面了。	4627	物品名:"拾荒疯猪"
DESCRIBE.DAYWALKER2.HOSTILE	他好像被惹到了。	4628	物品名:"拾荒疯猪"
DESCRIBE.ARMORDREADSTONE	轻便、结实，时髦！	4630	物品名:"绝望石盔甲" 制造描述:"不要怕，黑暗会保护你。"
DESCRIBE.DREADSTONEHAT	它能保护我无以伦比的大脑安然无恙。	4631	物品名:"绝望石头盔" 制造描述:"由至黑的石头做成的结实头盔。"
DESCRIBE.LUNARRIFT_PORTAL	那么多科学藏在里面……而我却无法触碰到它！	4632	物品名:"裂隙"
DESCRIBE.LUNARRIFT_CRYSTAL	发光体结晶。	4633	物品名:未找到
DESCRIBE.LUNARTHRALL_PLANT	它似乎不太在乎个人空间。	4634	物品名:"致命亮茄"
DESCRIBE.LUNARTHRALL_PLANT_VINE_END	它有着带刺的外观。	4635	物品名:"钻地藤蔓"
DESCRIBE.LUNAR_GRAZER	它一定是通过那个奇怪的裂隙来的！	4636	物品名:"牧者"
DESCRIBE.PUREBRILLIANCE	它在用科学致盲我！	4637	物品名:"纯粹辉煌"
DESCRIBE.LUNARPLANT_HUSK	出奇的坚硬。我可以用得上！	4638	物品名:"亮茄外壳"
DESCRIBE.LUNAR_FORGE	就在这里做一些非常聪明和科学的东西吧。	4639	物品名:"辉煌铁匠铺"
DESCRIBE.LUNAR_FORGE_KIT	简单的元素组合！	4640	物品名:"辉煌铁匠铺套装" 制造描述:"锻造异世界的物品。"
DESCRIBE.LUNARPLANT_KIT	月余时间我也做裁缝。	4641	物品名:"亮茄修补套件" 制造描述:"修复损坏的设备。"
DESCRIBE.ARMOR_LUNARPLANT	这盔甲再叶没有改进空间了。	4642	物品名:"亮茄盔甲" 制造描述:"将自己包围在令人生畏的月叶中。"
DESCRIBE.LUNARPLANTHAT	它让我看起来比平时还要聪明。	4643	物品名:"亮茄头盔" 制造描述:"用发着光的护具保护您宝贵的颅骨。"
DESCRIBE.BOMB_LUNARPLANT	植物学和化学一起奏效。	4644	物品名:"亮茄炸弹" 制造描述:"用不稳定的月能取得爆炸性结果。"
DESCRIBE.STAFF_LUNARPLANT	植物的力量！	4645	物品名:"亮茄魔杖" 制造描述:"扎根原地，从远处发起攻击。"
DESCRIBE.SWORD_LUNARPLANT	挥舞它的时候，不自觉就想给它配音。	4646	物品名:"亮茄剑" 制造描述:"月光宝剑。"
DESCRIBE.PICKAXE_LUNARPLANT	打碎！	4647	物品名:"亮茄粉碎者" 制造描述:"随心所欲地挖掘和拆除吧。"
DESCRIBE.SHOVEL_LUNARPLANT	转移泥土的潜力无限大！	4648	物品名:"亮茄锄铲" 制造描述:"铲子和园艺锄之间交叉授粉的突破性成果。"
DESCRIBE.BROKEN_FORGEDITEM	它破损了，但是我可以把它修好。	4649	物品名:未找到
DESCRIBE.PUNCHINGBAG	它配备了一个精心校准的“哎哟”仪表。	4650	物品名:"拳击袋" 制造描述:"测试武器的强度。并从中获得乐趣！"
DESCRIBE.SHADOWRIFT_PORTAL	那东西看起来像是会一直持续下去。	4651	物品名:"裂隙"
DESCRIBE.SHADOW_FORGE	它会为哪些黑暗设计带来生命呢？	4652	物品名:"暗影术基座"
DESCRIBE.SHADOW_FORGE_KIT	如果连实验都不做就有悖我科学家的素养了。	4653	物品名:"暗影术基座套装" 制造描述:"让恐惧为你所用。"
DESCRIBE.FUSED_SHADELING	我还是更喜欢你小的时候，那时候你烦的是别人。	4654	物品名:"熔合暗影"
DESCRIBE.FUSED_SHADELING_BOMB	轰轰烈烈！	4655	物品名:"绝望螨"
DESCRIBE.VOIDCLOTH	那些暗影都是从同一块布上裁下来的。	4656	物品名:"暗影碎布"
DESCRIBE.VOIDCLOTH_KIT	我对于在暗影中缝纫只有一些零星的了解。	4657	物品名:"虚空修补套件" 制造描述:"修复损坏的设备。"
DESCRIBE.VOIDCLOTHHAT	黑暗的神秘感扑面而来。	4658	物品名:"虚空风帽" 制造描述:"没有光可以刺穿这个罩子里的黑暗。"
DESCRIBE.ARMOR_VOIDCLOTH	哦，糟糕，前面撕开了一个口子！	4659	物品名:"虚空长袍" 制造描述:"一件阻隔光线的噩梦斗篷。"
DESCRIBE.VOIDCLOTH_UMBRELLA	我最烦头发被强酸溶解了。	4660	物品名:"暗影伞" 制造描述:"暗影提供的保护，不惧最严峻的降雨。"
DESCRIBE.VOIDCLOTH_SCYTHE	大为简化了收割流程，简直可怕！	4661	物品名:"暗影收割者" 制造描述:"从容地剔除植物群落。"
DESCRIBE.SHADOWTHRALL_HANDS	把手拿开！	4662	物品名:"墨荒"
DESCRIBE.SHADOWTHRALL_HORNS	它看起来渴望战斗。	4663	物品名:"墨荒"
DESCRIBE.SHADOWTHRALL_WINGS	翅膀貌似仅仅是用来看的。	4664	物品名:"墨荒"
DESCRIBE.SHADOWTHRALL_MOUTH	是个多嘴的。	4665	物品名:"墨荒"
DESCRIBE.CHARLIE_NPC	等等，那是……？	4666	物品名:"查理"
DESCRIBE.CHARLIE_HAND	它想要某种可怕的东西。	4667	物品名:"召唤之手"
DESCRIBE.NITRE_FORMATION	这绝对是某种石头。	4668	物品名:"硝石堆"
DESCRIBE.DREADSTONE_STACK	它来自于那些裂隙深处...	4669	物品名:"绝望石矿苗"
DESCRIBE.SCRAPBOOK_PAGE	看来有些人喜欢记录图鉴。	4670	物品名:"丢失的图鉴页面"
DESCRIBE.LEIF_IDOL	把木头雕刻成树的样子似乎有点多余。	4671	物品名:"树精守卫雕像" 制造描述:"召唤树木的力量。"
DESCRIBE.WOODCARVEDHAT	看起来像是经过精心雕刻的。	4672	物品名:"硬木帽" 制造描述:"你的脑袋会被保护得很好（敲敲木头防止乌鸦嘴）。"
DESCRIBE.WALKING_STICK	这是一根非常好的棍子。	4673	物品名:"木手杖" 制造描述:"轻松穿越您最喜欢的自然小径。"
DESCRIBE.IPECACSYRUP	我不太想吃这个。	4674	物品名:"泻根糖浆" 制造描述:"让你保持正常。"
DESCRIBE.BOMB_LUNARPLANT_WORMWOOD	我们的朋友似乎对他的月亮根源有了更多的接触。	4675	物品名:未找到
DESCRIBE.WORMWOOD_MUTANTPROXY_CARRAT.DEAD	它走到了尽头。	4678	物品名:未找到
DESCRIBE.WORMWOOD_MUTANTPROXY_CARRAT.GENERIC	胡萝卜怎么还长腿了？	4679	物品名:未找到
DESCRIBE.WORMWOOD_MUTANTPROXY_CARRAT.HELD	近看真是丑。	4680	物品名:未找到
DESCRIBE.WORMWOOD_MUTANTPROXY_CARRAT.SLEEPING	有点可爱了。	4681	物品名:未找到
DESCRIBE.WORMWOOD_MUTANTPROXY_LIGHTFLIER	真是奇怪，装在我的口袋里居然还能发光！	4683	物品名:未找到
DESCRIBE.WORMWOOD_MUTANTPROXY_FRUITDRAGON.GENERIC	挺可爱的，不过还没熟。	4686	物品名:未找到
DESCRIBE.WORMWOOD_MUTANTPROXY_FRUITDRAGON.RIPE	现在应该熟了。	4687	物品名:未找到
DESCRIBE.WORMWOOD_MUTANTPROXY_FRUITDRAGON.SLEEPING	在打盹呢。	4688	物品名:未找到
DESCRIBE.SUPPORT_PILLAR_SCAFFOLD	目前一切都处于保密状态。	4690	物品名:"支柱脚手架" 制造描述:"我们都需要一些支持。"
DESCRIBE.SUPPORT_PILLAR	我得尽快抽出时间来解决这个问题。	4691	物品名:"支柱"
DESCRIBE.SUPPORT_PILLAR_COMPLETE	它让我充满安全感。	4692	物品名:"加固支柱"
DESCRIBE.SUPPORT_PILLAR_BROKEN	你曾经又高又壮。	4693	物品名:"支柱瓦砾"
DESCRIBE.SUPPORT_PILLAR_DREADSTONE_SCAFFOLD	目前一切都处于保密状态。	4694	物品名:"绝望石支柱脚手架" 制造描述:"黑暗的力量在压力下仍能保持良好的状态。"
DESCRIBE.SUPPORT_PILLAR_DREADSTONE	我得尽快抽出时间来解决这个问题。	4695	物品名:"绝望石支柱"
DESCRIBE.SUPPORT_PILLAR_DREADSTONE_COMPLETE	看起来强大得可怕。	4696	物品名:"加固绝望石支柱"
DESCRIBE.SUPPORT_PILLAR_DREADSTONE_BROKEN	多么可怕啊。	4697	物品名:"绝望石支柱瓦砾"
DESCRIBE.WOLFGANG_WHISTLE	它让我回忆起了小时候糟糕的体育课……	4698	物品名:"训练哨" 制造描述:"释放你心底潜在的教练！"
DESCRIBE.MUTATEDDEERCLOPS	它的眼睛里有一点东西。	4699	物品名:"晶体独眼巨鹿"
DESCRIBE.MUTATEDWARG	瞧你那双闪光的大眼睛！	4700	物品名:"附身座狼"
DESCRIBE.MUTATEDBEARGER	事情要变得毛骨悚然了……	4701	物品名:"装甲熊獾"
DESCRIBE.LUNARFROG	别盯着看了。	4702	物品名:"明眼青蛙"
DESCRIBE.DEERCLOPSCORPSE.GENERIC	结束了……吧？	4705	物品名:未找到
DESCRIBE.DEERCLOPSCORPSE.BURNING	小心没大错。	4706	物品名:未找到
DESCRIBE.DEERCLOPSCORPSE.REVIVING	我不愿相信双眼正在看到的这一切！	4707	物品名:未找到
DESCRIBE.WARGCORPSE.GENERIC	为什么我仍然感到不安？	4711	物品名:未找到
DESCRIBE.WARGCORPSE.BURNING	一切都是最好的安排。	4712	物品名:未找到
DESCRIBE.WARGCORPSE.REVIVING	以科学的名义，这是什么玩意？！	4713	物品名:未找到
DESCRIBE.BEARGERCORPSE.GENERIC	臭不可闻！	4717	物品名:未找到
DESCRIBE.BEARGERCORPSE.BURNING	好险。	4718	物品名:未找到
DESCRIBE.BEARGERCORPSE.REVIVING	这一定有科学的解释！	4719	物品名:未找到
DESCRIBE.BEARGERFUR_SACK	上面还有它的毛。寒毛直竖啊。	4721	物品名:"极地熊獾桶" 制造描述:"便携式冰箱。酷。"
DESCRIBE.HOUNDSTOOTH_BLOWPIPE	牙齿？那可不太卫生啊。	4722	物品名:"嚎弹炮" 制造描述:"那感觉就像远距离被咬一样。"
DESCRIBE.DEERCLOPSEYEBALL_SENTRYWARD.GENERIC	这才叫冰冷的目光吧？	4725	物品名:"冰眼结晶器"->默认
DESCRIBE.DEERCLOPSEYEBALL_SENTRYWARD.NOEYEBALL	是谁丢了一只眼睛呢？	4726	物品名:"冰眼结晶器"
DESCRIBE.DEERCLOPSEYEBALL_SENTRYWARD_KIT	所有人退后一步，本人是一名训练有素的科学家！	4728	物品名:"冰眼结晶器套装" 制造描述:"用冻伤来治疗一下晒伤。"
DESCRIBE.SECURITY_PULSE_CAGE	有趣。它是空的。	4729	物品名:"火花柜" 制造描述:"固定那些安全脉冲！"
DESCRIBE.SECURITY_PULSE_CAGE_FULL	你是最可爱的纯能量小球吗？	4730	物品名:"火花柜"
DESCRIBE.CARPENTRY_STATION.GENERIC	它能造家具。	4733	物品名:"锯马"->默认 制造描述:"别瞎蹦跶了，做点家具吧。"
DESCRIBE.CARPENTRY_STATION.BURNT	它不能造家具了。	4734	物品名:"锯马"->烧焦的 制造描述:"别瞎蹦跶了，做点家具吧。"
DESCRIBE.WOOD_TABLE.GENERIC	我周期性地使用桌子。	4738	物品名:未找到
DESCRIBE.WOOD_TABLE.HAS_ITEM	我周期性地使用桌子。	4739	物品名:未找到
DESCRIBE.WOOD_TABLE.BURNT	以后用不了了。	4740	物品名:未找到
DESCRIBE.WOOD_CHAIR.GENERIC	我想坐上去！	4744	物品名:"木椅"->默认 制造描述:"一把可以坐的木椅。"
DESCRIBE.WOOD_CHAIR.OCCUPIED	别人在坐着。	4745	物品名:"木椅"->被占领 制造描述:"一把可以坐的木椅。"
DESCRIBE.WOOD_CHAIR.BURNT	我可不想坐上去。	4746	物品名:"木椅"->烧焦的 制造描述:"一把可以坐的木椅。"
DESCRIBE.DECOR_CENTERPIECE	太精密了。	4748	物品名:"艺术？" 制造描述:"彰显您卓越品味的餐桌摆件。"
DESCRIBE.DECOR_LAMP	一盏迎宾灯。	4749	物品名:"餐桌灯" 制造描述:"一盏舒适的小灯。"
DESCRIBE.DECOR_FLOWERVASE.GENERIC	插花的漂亮花瓶。	4752	物品名:"餐桌花瓶"->默认 制造描述:"这是一个放置鲜切花的好地方。"
DESCRIBE.DECOR_FLOWERVASE.EMPTY	没有花的漂亮花瓶。	4753	物品名:"餐桌花瓶" 制造描述:"这是一个放置鲜切花的好地方。"
DESCRIBE.DECOR_FLOWERVASE.WILTED	看起来不太新鲜。	4754	物品名:"餐桌花瓶"->枯萎的 制造描述:"这是一个放置鲜切花的好地方。"
DESCRIBE.DECOR_FLOWERVASE.FRESHLIGHT	有一点亮光真是好。	4755	物品名:"餐桌花瓶"->茶几-新的发光的 制造描述:"这是一个放置鲜切花的好地方。"
DESCRIBE.DECOR_FLOWERVASE.OLDLIGHT	我记得告诉过麦斯威尔换灯泡的。	4756	物品名:"餐桌花瓶"->茶几-旧的发光的 制造描述:"这是一个放置鲜切花的好地方。"
DESCRIBE.DECOR_PICTUREFRAME.GENERIC	真美啊。	4760	物品名:"空画框"->默认 制造描述:"将你最爱的物品图装裱起来。 "
DESCRIBE.DECOR_PICTUREFRAME.UNDRAWN	我应该画点东西在里面。	4761	物品名:"空画框"->没有画画 制造描述:"将你最爱的物品图装裱起来。 "
DESCRIBE.DECOR_PORTRAITFRAME	看上去不错！	4763	物品名:"愉快画像" 制造描述:"把你的朋友们放进框里，这很有趣！ "
DESCRIBE.PHONOGRAPH	哦不，我以前见过那个。	4764	物品名:"留声机" 制造描述:"坐下来，放松一下，听一听你噩梦中的音乐。"
DESCRIBE.RECORD	该死，我刚把那首歌从脑袋里赶走！	4765	物品名:"唱片" 制造描述:"黑胶上的永恒经典。"
DESCRIBE.RECORD_CREEPYFOREST	一张唱片能录一整首歌？技术已经走到了这一步。	4766	物品名:"惊悚森林"
DESCRIBE.RECORD_DANGER	不是我最喜欢的。	4767	物品名:未找到
DESCRIBE.RECORD_DAWN	需要多一点小号。	4768	物品名:未找到
DESCRIBE.RECORD_DRSTYLE	一张唱片能录一整首歌？技术已经走到了这一步。	4769	物品名:"D.R.风格"
DESCRIBE.RECORD_DUSK	需要多一点小号。	4770	物品名:未找到
DESCRIBE.RECORD_EFS	更实验性的曲目。	4771	物品名:"E.F.S."
DESCRIBE.RECORD_END	一张唱片能录一整首歌？技术已经走到了这一步。	4772	物品名:未找到
DESCRIBE.RECORD_MAIN	需要多一点小号。	4773	物品名:未找到
DESCRIBE.RECORD_WORKTOBEDONE	更实验性的曲目。	4774	物品名:未找到
DESCRIBE.RECORD_HALLOWEDNIGHTS	惊艳不惊艳！	4775	物品名:"万圣夜"
DESCRIBE.RECORD_BALATRO	无法抗拒！它仿佛触动了我的心灵！	4776	物品名:未找到
DESCRIBE.ARCHIVE_ORCHESTRINA_MAIN	好像专门做成让人摸不着头脑的样子。	4777	物品名:"远古小合奏机"
DESCRIBE.WAGPUNKHAT	它让我身上的齿轮也动起来了。	4778	物品名:"W.A.R.B.I.S.头戴齿轮" 制造描述:"看起来聪明，打起来也聪明。"
DESCRIBE.ARMORWAGPUNK	令人敬畏的齿轮。	4779	物品名:"W.A.R.B.I.S.盔甲" 制造描述:"开足马力，全速前进！"
DESCRIBE.WAGSTAFF_MACHINERY	在这堆垃圾中也许会有所发现。	4780	物品名:"被丢弃的垃圾"
DESCRIBE.WAGPUNK_BITS	我敢打赌，我能用它做出惊人的科学突破。	4781	物品名:"废料"
DESCRIBE.WAGPUNKBITS_KIT	机器修理别的机器！科学接下来还会想出什么？	4782	物品名:"自动修理机" 制造描述:"你得心应手的W.A.R.B.I.S.维修工具！"
DESCRIBE.WAGSTAFF_MUTATIONS_NOTE	引人入胜！引人深思！引人大脑变大！	4783	物品名:"研究笔记"
DESCRIBE.BATTLESONG_INSTANT_REVIVE	这首曲子太有生命力了。	4784	物品名:"战士重奏" 制造描述:"扰动阵亡战友的心房。"
DESCRIBE.WATHGRITHR_IMPROVEDHAT	薇格弗德有领导经验吗？又让她如虎添翼了？	4785	物品名:"统帅头盔" 制造描述:"适合女武神女王的头盔。"
DESCRIBE.SPEAR_WATHGRITHR_LIGHTNING	它得到了电流的加强。	4786	物品名:"奔雷矛" 制造描述:"闪电的力量由你掌控。"
DESCRIBE.BATTLESONG_CONTAINER	哇，它能存这么多歌。	4787	物品名:"战斗号子罐" 制造描述:"保存你所有的金曲。"
DESCRIBE.SADDLE_WATHGRITHR	那是薇格弗德做的？这个让她猛虎插翅。	4788	物品名:"战斗鞍具" 制造描述:"勇士与坐骑，一起战斗吧！"
DESCRIBE.WATHGRITHR_SHIELD	保护我！！	4789	物品名:"战斗圆盾" 制造描述:"只要它相信自己，盾牌也可以是武器。"
DESCRIBE.BATTLESONG_SHADOWALIGNED	戏剧让我坐立不安。	4790	物品名:"黑暗悲歌" 制造描述:"减少自身和盟友受到暗影攻击的伤害，增加对月亮阵营敌人的伤害。"
DESCRIBE.BATTLESONG_LUNARALIGNED	戏剧让我坐立不安。	4791	物品名:"启迪摇篮曲" 制造描述:"减少自身和盟友受到月亮攻击的伤害，增加对暗影阵营敌人的伤害。"
DESCRIBE.SHARKBOI	吓得我一哆嗦！	4792	物品名:"大霜鲨"
DESCRIBE.BOOTLEG	远方的远方，有个海盗丢了靴子。	4793	物品名:"出逃腿靴"
DESCRIBE.OCEANWHIRLPORTAL	涡来漩一下。	4794	物品名:"漩涡传送门"
DESCRIBE.EMBERLIGHT	不用燃料的火焰？不要紧。	4795	物品名:"火球"
DESCRIBE.YOTD_DRAGONSHRINE.GENERIC	供品会是什么？我的好奇心在燃烧。	4799	物品名:"龙蝇神龛"->默认 制造描述:"供奉红火的龙蝇。"
DESCRIBE.YOTD_DRAGONSHRINE.EMPTY	它也许想要块木炭。	4800	物品名:"龙蝇神龛" 制造描述:"供奉红火的龙蝇。"
DESCRIBE.YOTD_DRAGONSHRINE.BURNT	稍微有些过火了。	4801	物品名:"龙蝇神龛"->烧焦的 制造描述:"供奉红火的龙蝇。"
DESCRIBE.DRAGONBOAT_KIT	别拖泥带水了，麻利点做好吧。	4803	物品名:"龙蝇船套装" 制造描述:"启动海龙。"
DESCRIBE.DRAGONBOAT_PACK	让造船变得简单！	4804	物品名:"豪华龙蝇船套装" 制造描述:"配备了所有的龙之配件。"
DESCRIBE.BOATRACE_CHECKPOINT	检查点就在那！	4805	物品名:"比赛检查点"
DESCRIBE.BOATRACE_CHECKPOINT_THROWABLE_DEPLOYKIT	我的清单上又多了一件要检查的事。	4806	物品名:"比赛检查点套装" 制造描述:"重要的是旅程本身而不是终点。"
DESCRIBE.BOATRACE_START	总得有个起点。	4807	物品名:"起点塔"
DESCRIBE.BOATRACE_START_THROWABLE_DEPLOYKIT	起点放在哪呢？	4808	物品名:"起点塔套装" 制造描述:"各就位、预备、开划！"
DESCRIBE.BOATRACE_PRIMEMATE	有人对我如影随形！	4809	物品名:"查理的选手"
DESCRIBE.BOATRACE_SPECTATOR_DRAGONLING	它的支持让我燃了起来！	4810	物品名:"小龙蝇观赛者"
DESCRIBE.YOTD_STEERINGWHEEL	它会让我驶向正确的航向，左右都逢源。	4811	物品名:"龙蝇船方向舵"
DESCRIBE.YOTD_STEERINGWHEEL_ITEM	它能做成方向舵。	4812	物品名:"龙蝇船方向舵套装" 制造描述:"掌舵，驶向黄金！"
DESCRIBE.YOTD_OAR	好方便的船桨。	4813	物品名:"利爪船桨" 制造描述:"关于龙蝇的一个鲜为人知的事实：它们是出人意料的游泳健将。"
DESCRIBE.YOTD_ANCHOR	我可不能让我的小船飞走了。	4814	物品名:"巨爪船锚"
DESCRIBE.YOTD_ANCHOR_ITEM	现在我能造出锚了。	4815	物品名:"巨爪船锚套装" 制造描述:"船锚的黄金标准。"
DESCRIBE.MAST_YOTD	满是鳞片的帆。	4816	物品名:"龙翼桅杆"
DESCRIBE.MAST_YOTD_ITEM	现在我能造出桅杆了。	4817	物品名:"龙翼桅杆套装" 制造描述:"制造这个桅杆时没有龙蝇受到伤害。"
DESCRIBE.BOAT_BUMPER_YOTD	和龙舟角力？你会尝到龙角的滋味。	4818	物品名:"獠牙保险杠"
DESCRIBE.BOAT_BUMPER_YOTD_KIT	一个即将到来的船用保险杠。	4819	物品名:"獠牙保险杠套装" 制造描述:"没有人敢招惹呲牙咧嘴的龙。"
DESCRIBE.BOATRACE_SEASTACK	浮标啊浮标！	4820	物品名:"黄金浮标"
DESCRIBE.BOATRACE_SEASTACK_THROWABLE_DEPLOYKIT	浮标啊浮标！	4821	物品名:"黄金浮标套装" 制造描述:"甲之浮标，乙之浮障。"
DESCRIBE.BOATRACE_SEASTACK_MONKEY	浮标啊浮标！	4822	物品名:"荆棘浮标"
DESCRIBE.BOATRACE_SEASTACK_MONKEY_THROWABLE_DEPLOYKIT	浮标啊浮标！	4823	物品名:"荆棘浮标套装"
DESCRIBE.MASTUPGRADE_LAMP_YOTD	快看，它一见到我眼睛都亮起来了！	4824	物品名:"龙蝇灯"
DESCRIBE.MASTUPGRADE_LAMP_ITEM_YOTD	我有的都是闪闪发光的好主意。	4825	物品名:"龙蝇灯套装" 制造描述:"用龙火照亮你的前路。"
DESCRIBE.WALKINGPLANK_YOTD	不管怎么装扮我在用它时都不会感觉良好。	4826	物品名:"龙鳞跳板"
DESCRIBE.CHESSPIECE_YOTD	光是看着它我就已经心跳加速了！	4827	物品名:"起点塔雕塑"
DESCRIBE.HEALINGSALVE_ACID	这个能解决不少问题。	4828	物品名:"黏糊糊的药膏" 制造描述:"杀不死你的东西会让你变得更强大。"
DESCRIBE.BEESWAX_SPRAY	我是闻到甲醛了吗？	4829	物品名:"防腐喷雾" 制造描述:"坚如磐石地守护植物的生命。"
DESCRIBE.WAXED_PLANT	它被冻结在了恐惧中！	4830	物品名:未找到
DESCRIBE.STORAGE_ROBOT.GENERIC	咱们别太自满了。	4833	物品名:"瓦器人"->默认
DESCRIBE.STORAGE_ROBOT.BROKEN	它坏掉了。	4834	物品名:"瓦器人"
DESCRIBE.SCRAP_MONOCLEHAT	有没有让我看起来更尊贵一点？	4836	物品名:"视界扩展器"
DESCRIBE.SCRAPHAT	帽尖几乎和我的头脑一样的……锐利！	4837	物品名:"拾荒尖帽"
DESCRIBE.FENCE_JUNK	丑虽丑，不过我不介意。	4838	物品名:"垃圾栅栏"
DESCRIBE.JUNK_PILE	要翻垃圾堆？我绝对不会拒绝。	4839	物品名:"垃圾堆"
DESCRIBE.JUNK_PILE_BIG.BLUEPRINT	这上面有些东西。	4842	物品名:"蓝图"
DESCRIBE.JUNK_PILE_BIG.GENERIC	随时可能倒塌。	4843	物品名:"摇摇欲坠的垃圾堆"->默认
DESCRIBE.ARMOR_LUNARPLANT_HUSK	它会给你身上扎根刺。	4845	物品名:"荆棘茄甲" 制造描述:"这次下次，浑身带刺。"
DESCRIBE.OTTER	你去找另外一只水獭看看。	4846	物品名:"水獭掠夺者"
DESCRIBE.OTTERDEN.GENERIC	除了一个水獭窝，再没什么别的了。	4849	物品名:"水獭掠夺者窝点"->默认
DESCRIBE.OTTERDEN.HAS_LOOT	这我得仔细看看。	4850	物品名:"水獭掠夺者窝点"
DESCRIBE.OTTERDEN_DEAD	水越来越多了。	4852	物品名:"拆毁的水獭掠夺者窝点"
DESCRIBE.BOAT_ANCIENT_ITEM	还是得用老法子来。	4853	物品名:"古董船套装"
DESCRIBE.BOAT_ANCIENT_CONTAINER	“货物”是水手们的黑话，意思就是 “东西”。	4854	物品名:"货舱"
DESCRIBE.WALKINGPLANK_ANCIENT	我们就不能造一艘救生船吗？	4855	物品名:"古董跳板"
DESCRIBE.ANCIENTTREE_SEED	世上没有惊喜，只有不全面的统计。	4856	物品名:"惊喜种子"
DESCRIBE.ANCIENTTREE_GEM.GENERIC	蔬菜与矿物质的化合物。奇特啊。	4859	物品名:"萌芽石"->默认
DESCRIBE.ANCIENTTREE_GEM.STUMP	这棵树已经被开采过了。	4860	物品名:"萌芽石"->暴食模式糖木树只剩树桩了
DESCRIBE.ANCIENTTREE_SAPLING_ITEM	我得把它种在对的地方。	4862	物品名:未找到
DESCRIBE.ANCIENTTREE_SAPLING.GENERIC	它在长大！我觉得？	4865	物品名:未找到
DESCRIBE.ANCIENTTREE_SAPLING.WRONG_TILE	这里给不了它所需的营养。	4866	物品名:未找到
DESCRIBE.ANCIENTTREE_SAPLING.WRONG_SEASON	它看起来很适合，但还没准备要生长。	4867	物品名:未找到
DESCRIBE.ANCIENTTREE_NIGHTVISION.GENERIC	请谨慎树用。	4871	物品名:"阴郁之棘"->默认
DESCRIBE.ANCIENTTREE_NIGHTVISION.STUMP	一截树桩。	4872	物品名:"阴郁之棘"->暴食模式糖木树只剩树桩了
DESCRIBE.ANCIENTFRUIT_GEM	树上新鲜掉下来的，还热着呢。	4874	物品名:"晶洞果"
DESCRIBE.ANCIENTFRUIT_NIGHTVISION	要是能少……抽搐一点就好了。	4875	物品名:"夜莓"
DESCRIBE.ANCIENTFRUIT_NIGHTVISION_COOKED	这下起码不抽搐了。	4876	物品名:"熟夜莓"
DESCRIBE.BOATPATCH_KELP	现在只能这样了。	4877	物品名:"海带补丁" 制造描述:"能保你的船不沉……多少能撑一会儿。"
DESCRIBE.CRABKING_MOB	你想蟹愤吗？	4878	物品名:"蟹卫"
DESCRIBE.CRABKING_MOB_KNIGHT	这壳是个大挑战。	4879	物品名:"蟹骑士"
DESCRIBE.CRABKING_CANNONTOWER	我就知道这些螃蟹会炮制点什么。	4880	物品名:"加农炮塔"
DESCRIBE.CRABKING_ICEWALL	我和那螃蟹之间隔了一道墙。	4881	物品名:"冰障"
DESCRIBE.SALTLICK_IMPROVED	光是看着它我就觉得口渴了。	4882	物品名:"美味舔盐块" 制造描述:"让您皮弗娄牛品尝到更精致的美食。"
DESCRIBE.OFFERING_POT.GENERIC	看起来好悲伤，一条海带都没……	4885	物品名:"食堂海带盘"->默认 制造描述:"一条小海带就能带动很大作用。"
DESCRIBE.OFFERING_POT.SOME_KELP	我觉得里面应该还能放一些海带进去。	4886	物品名:"食堂海带盘" 制造描述:"一条小海带就能带动很大作用。"
DESCRIBE.OFFERING_POT.LOTS_OF_KELP	海量的海带！	4887	物品名:"食堂海带盘" 制造描述:"一条小海带就能带动很大作用。"
DESCRIBE.OFFERING_POT_UPGRADED.GENERIC	看起来好悲伤，一条海带都没……	4891	物品名:"高级食堂海带盘"->默认 制造描述:"一大堆海带能带动更大的作用。"
DESCRIBE.OFFERING_POT_UPGRADED.SOME_KELP	我觉得里面应该还能放一些海带进去。	4892	物品名:"高级食堂海带盘" 制造描述:"一大堆海带能带动更大的作用。"
DESCRIBE.OFFERING_POT_UPGRADED.LOTS_OF_KELP	海量的海带！	4893	物品名:"高级食堂海带盘" 制造描述:"一大堆海带能带动更大的作用。"
DESCRIBE.MERM_ARMORY	上面写着“止给鱼人用。”	4895	物品名:"鱼人军械库" 制造描述:"没有一顶合适的头盔，人鱼就不应该冲锋陷阵。"
DESCRIBE.MERM_ARMORY_UPGRADED	上面写着“止给鱼人用。”	4896	物品名:"高级鱼人军械库" 制造描述:"专为对战斗头盔有独特品味的鱼人设计。"
DESCRIBE.MERM_TOOLSHED	这里头估计找不出什么科学的东西。	4897	物品名:"劣质工具棚" 制造描述:"鱼欲善其事，必先利其器。"
DESCRIBE.MERM_TOOLSHED_UPGRADED	这里头估计找不出什么科学的东西。	4898	物品名:"不那么劣质的工具棚" 制造描述:"最好的鱼工精神需要最好的工具。"
DESCRIBE.MERMARMORHAT	这个不适合我，这是一个鱼人头盔。	4899	物品名:"沼泽斗士头盔"
DESCRIBE.MERMARMORUPGRADEDHAT	这个不适合我，这是一个鱼人头盔。	4900	物品名:"沼泽战士头盔"
DESCRIBE.MERM_TOOL	啥都能干，但又干啥啥不行。	4901	物品名:"劣质工具"
